Bar Name,Brand Name,Model,mean_WAPE,mean_MAE,mean_RMSE,folds
Anderson's Bar,Absolut,MA-7,1.1627455137013147,61.922126984127004,135.26695273373696,3
Anderson's Bar,Bacardi,MA-7,1.4966203469962744,74.66917857142857,136.8270350859926,4
Anderson's Bar,Barefoot,MA-7,1.2731724917882905,120.1567738095238,183.84051460511228,4
Anderson's Bar,Budweiser,MA-7,3.2354687859192586,57.84797619047618,82.78848344015393,2
Anderson's Bar,Captain Morgan,MA-14,1.4872856969180297,118.74002380952382,167.24627926022822,4
Anderson's Bar,Coors,MA-7,1.4839875026433529,52.35729761904763,114.11298753922551,4
Anderson's Bar,Grey Goose,MA-30,1.9691099472419735,87.4539111111111,127.96077593845995,4
Anderson's Bar,Heineken,MA-14,1.5773947418758367,42.99708333333333,117.53227783750305,4
Anderson's Bar,Jack Daniels,Intermittent Mean,1.4573628934902354,105.57818286172885,163.6447106301479,4
Anderson's Bar,Jameson,MA-30,1.6967529932705756,93.83156111111111,136.83958975651126,4
Anderson's Bar,Jim Beam,MA-7,1.419405122147737,103.94834523809524,169.71715139170914,4
Anderson's Bar,Malibu,Intermittent Mean,6.884157865654825,62.884566924803586,91.52042987992844,4
Anderson's Bar,Miller,MA-14,1.7703758066667432,83.14009523809526,147.01094112678766,4
Anderson's Bar,Smirnoff,MA-14,1.6096523626674906,110.56764285714284,176.75120520849572,4
Anderson's Bar,Sutter Home,Intermittent Mean,2.0664227946320652,103.58708737373736,152.8428349368676,4
Anderson's Bar,Yellow Tail,MA-30,1.1996255875525934,74.34074814814814,145.07455571294722,3
Brown's Bar,Absolut,Intermittent Mean,1.6855665480856423,90.79345811868687,132.02075884140712,4
Brown's Bar,Bacardi,Intermittent Mean,1.6268395978879813,108.42419625104819,145.12164087337675,4
Brown's Bar,Barefoot,MA-30,1.7713478231368178,81.76388333333331,130.11769914686408,4
Brown's Bar,Budweiser,MA-7,1.0,38.476083333333335,119.75095441961716,4
Brown's Bar,Captain Morgan,MA-30,2.511536769245485,77.98200555555555,124.1168412359714,4
Brown's Bar,Coors,Mean,1.5067697177469825,81.36218191843278,161.01895661816854,4
Brown's Bar,Grey Goose,Intermittent Mean,1.7795887711613976,123.94538583198702,173.5838382381806,4
Brown's Bar,Heineken,MA-14,1.7173382487552789,75.11040476190477,128.60929631210485,4
Brown's Bar,Jack Daniels,MA-30,1.8367017442887021,43.46864444444444,95.6100400032832,3
Brown's Bar,Jameson,Intermittent Mean,1.4884622361719115,113.74136766644327,166.85130781501778,4
Brown's Bar,Jim Beam,MA-7,1.379439205159359,106.6545238095238,167.36367575862528,4
Brown's Bar,Malibu,MA-30,1.4614077717786271,87.04445925925927,157.65181386753832,3
Brown's Bar,Miller,MA-7,1.2344342927964145,79.02733333333333,148.72856274624533,4
Brown's Bar,Smirnoff,MA-7,1.446353806814194,77.4855357142857,134.2862705344184,4
Brown's Bar,Sutter Home,Intermittent Mean,1.7998468514899446,97.10510136917513,128.2362578838739,4
Brown's Bar,Yellow Tail,Intermittent Mean,1.5023074555471068,132.0174246168873,192.8038165974693,4
Johnson's Bar,Absolut,Intermittent Mean,1.535447997109466,121.37117932639211,163.14400097953154,4
Johnson's Bar,Bacardi,SBA,1.5791696173433944,87.44532103534723,135.41860285288482,4
Johnson's Bar,Barefoot,MA-7,1.8106236000988232,62.99208333333333,106.00295627959024,4
Johnson's Bar,Budweiser,MA-7,1.5002518822164963,80.42116666666665,149.51605011366968,4
Johnson's Bar,Captain Morgan,SBA,1.4968283246192784,119.06919279359846,157.29897509936507,4
Johnson's Bar,Coors,MA-14,1.809816560669212,72.96870238095237,128.86450116658762,4
Johnson's Bar,Grey Goose,MA-30,1.6083256008888118,109.95795555555554,161.19016943620124,4
Johnson's Bar,Heineken,MA-7,1.4442320568582967,87.7030119047619,155.5184140106819,4
Johnson's Bar,Jack Daniels,SBA,1.9251852899564392,81.60247888070111,125.45742835837305,4
Johnson's Bar,Jameson,MA-30,1.8113897683047093,72.44642777777779,116.77296625088663,4
Johnson's Bar,Jim Beam,Mean,1.4245622211414926,94.84189104066056,154.10714279815502,4
Johnson's Bar,Malibu,MA-7,1.2515597677556398,92.25555952380952,178.1025399568077,4
Johnson's Bar,Miller,MA-14,1.5496444802706595,80.94289285714287,137.22733776274794,4
Johnson's Bar,Smirnoff,Intermittent Mean,1.8424474663441381,113.29271107512685,152.40968947660622,4
Johnson's Bar,Sutter Home,MA-30,1.4453740430587523,100.90519259259257,164.10024181292454,3
Johnson's Bar,Yellow Tail,Intermittent Mean,1.4197826775207143,111.78331788607696,163.0223037265857,4
Smith's Bar,Absolut,MA-7,1.2778112103275954,110.3279880952381,162.09796467366058,4
Smith's Bar,Bacardi,SBA,1.565416347330906,91.34679805669693,148.38984150683962,4
Smith's Bar,Barefoot,Intermittent Mean,1.5762093568818885,109.60459005874696,158.74922655339748,4
Smith's Bar,Budweiser,MA-7,1.781180950590005,53.245916666666666,126.96849224196893,4
Smith's Bar,Captain Morgan,MA-7,1.886708709149557,76.18283333333333,119.36522386398654,4
Smith's Bar,Coors,MA-30,2.064229403863899,48.300361111111116,107.79238254196237,4
Smith's Bar,Grey Goose,MA-7,1.3645909835091898,99.26177380952379,168.6268511948065,4
Smith's Bar,Heineken,MA-7,1.258234160483653,68.6074880952381,127.44202910165093,4
Smith's Bar,Jack Daniels,MA-14,1.8449002553703882,65.42457142857143,120.87107634649257,4
Smith's Bar,Jameson,MA-7,1.0437454499607526,63.36483333333333,158.20363156550656,4
Smith's Bar,Jim Beam,MA-30,2.3034094461607073,96.80269999999999,128.5390574662567,4
Smith's Bar,Malibu,MA-7,1.4475054173725923,98.60705952380953,156.91759855935067,4
Smith's Bar,Miller,MA-7,1.608790895911353,68.22832142857143,136.845402511205,4
Smith's Bar,Smirnoff,MA-30,1.303272593782496,71.18582222222223,136.01328009587212,4
Smith's Bar,Sutter Home,Intermittent Mean,1.4241750411766223,106.14168623737372,150.07407844904463,4
Smith's Bar,Yellow Tail,MA-7,1.0301901008833987,77.33794047619047,177.49507065151695,4
Taylor's Bar,Absolut,MA-7,1.5359753869287813,77.01578571428573,145.37747563634537,4
Taylor's Bar,Bacardi,MA-7,1.3193750943295937,65.99829761904762,143.79452635852226,4
Taylor's Bar,Barefoot,MA-7,1.5489850683288449,98.32473809523808,159.92941972957487,4
Taylor's Bar,Budweiser,MA-14,1.80988800623319,64.6570119047619,117.26299950367606,4
Taylor's Bar,Captain Morgan,MA-30,1.4952967004506288,84.18630555555556,133.6115242729875,4
Taylor's Bar,Coors,SBA,1.7687657848216805,62.77087798416693,108.87978069976704,4
Taylor's Bar,Grey Goose,Intermittent Mean,1.4023663360595815,134.7313404102438,180.32883023096622,4
Taylor's Bar,Heineken,MA-7,1.4814665057123029,40.724666666666664,107.95987913211509,4
Taylor's Bar,Jack Daniels,MA-30,5.889962680395055,104.88565555555556,146.46400542424627,4
Taylor's Bar,Jameson,MA-14,1.359430776155886,79.6687380952381,147.24847235970012,4
Taylor's Bar,Jim Beam,MA-7,1.5889078954102058,94.82286904761905,163.91335836363757,4
Taylor's Bar,Malibu,MA-14,1.503472555056487,90.66669047619048,144.43705551968338,4
Taylor's Bar,Miller,Intermittent Mean,2.1159836636302614,80.74709657943913,140.36608509797173,3
Taylor's Bar,Smirnoff,MA-7,1.069983260378734,91.31007936507937,164.42581746063343,3
Taylor's Bar,Sutter Home,SBA,1.9678696402182705,72.22982679045695,143.28859622224832,4
Taylor's Bar,Yellow Tail,MA-14,1.0,52.417500000000004,142.35149110429302,2
Thomas's Bar,Absolut,MA-7,1.739919961894783,80.74083333333334,124.64575131585427,4
Thomas's Bar,Bacardi,Mean,1.525577749333405,115.96689437379773,166.62802026462242,4
Thomas's Bar,Barefoot,MA-7,1.4692102145869157,86.73026190476189,145.21440816966702,4
Thomas's Bar,Budweiser,Intermittent Mean,1.433996410693503,84.21260632440365,153.8974833958917,4
Thomas's Bar,Captain Morgan,MA-7,1.4874682772385381,93.36785714285715,137.2515290888267,4
Thomas's Bar,Coors,MA-30,2.0710930993162777,58.5290888888889,117.3851448919386,3
Thomas's Bar,Grey Goose,MA-7,1.390404472014887,113.28145238095237,185.82008668108128,4
Thomas's Bar,Heineken,MA-14,2.1201486511464394,50.18266666666666,113.46130823679655,4
Thomas's Bar,Jack Daniels,MA-30,1.8687853960101348,110.87499444444444,162.18900696310706,4
Thomas's Bar,Jameson,MA-30,1.1205858904662387,77.91223333333332,149.79661187164578,2
Thomas's Bar,Jim Beam,Intermittent Mean,1.7404244224472238,109.89940534511786,143.7835193974243,4
Thomas's Bar,Malibu,Intermittent Mean,1.8150499353548666,95.92172168668465,134.27216225309803,4
Thomas's Bar,Miller,MA-7,1.094514972651655,63.8372619047619,173.67363722607513,4
Thomas's Bar,Smirnoff,Intermittent Mean,1.483354635184258,109.14102727521251,166.8741658509258,4
Thomas's Bar,Sutter Home,SBA,1.8582040594176665,55.32028540495186,108.95831934002625,4
