Bar Name,Brand Name,Selected Model,forecast_30d_ml,forecast_daily_avg_ml,forecast_daily_max_ml
Anderson's Bar,Absolut,MA-7,0.0,0.0,0.0
Anderson's Bar,Bacardi,MA-7,7695.642857142858,256.5214285714286,256.5214285714286
Anderson's Bar,Barefoot,MA-7,1445.657142857143,48.188571428571436,48.188571428571436
Anderson's Bar,Budweiser,MA-7,0.0,0.0,0.0
Anderson's Bar,Captain Morgan,MA-14,4068.1071428571436,135.60357142857146,135.60357142857146
Anderson's Bar,Coors,MA-7,1375.9714285714285,45.86571428571428,45.86571428571428
Anderson's Bar,Grey Goose,MA-30,1207.63,40.254333333333335,40.254333333333335
Anderson's Bar,Heineken,MA-14,2071.4142857142856,69.04714285714286,69.04714285714286
Anderson's Bar,Jack Daniels,Intermittent Mean,1792.8401114206124,59.76133704735375,59.76133704735375
Anderson's Bar,Jameson,MA-30,1470.46,49.01533333333334,49.01533333333334
Anderson's Bar,Jim Beam,MA-7,4754.485714285715,158.48285714285717,158.48285714285717
Anderson's Bar,Malibu,Intermittent Mean,1132.8966666666668,37.763222222222225,37.763222222222225
Anderson's Bar,Miller,MA-14,61.54285714285714,2.051428571428571,2.051428571428571
Anderson's Bar,Smirnoff,MA-14,1272.0428571428572,42.401428571428575,42.401428571428575
Anderson's Bar,Sutter Home,Intermittent Mean,1901.311666666667,63.377055555555565,63.377055555555565
Anderson's Bar,Yellow Tail,MA-30,2028.66,67.622,67.622
Brown's Bar,Absolut,Intermittent Mean,1529.8525,50.99508333333333,50.99508333333333
Brown's Bar,Bacardi,Intermittent Mean,1946.3343490304712,64.87781163434904,64.87781163434904
Brown's Bar,Barefoot,MA-30,2481.25,82.70833333333333,82.70833333333333
Brown's Bar,Budweiser,MA-7,1979.0571428571427,65.96857142857142,65.96857142857142
Brown's Bar,Captain Morgan,MA-30,1618.9299999999998,53.96433333333333,53.96433333333333
Brown's Bar,Coors,Mean,1192.2671388101983,39.74223796033994,39.74223796033994
Brown's Bar,Grey Goose,Intermittent Mean,2303.5785123966944,76.78595041322315,76.78595041322315
Brown's Bar,Heineken,MA-14,239.20714285714283,7.973571428571428,7.973571428571428
Brown's Bar,Jack Daniels,MA-30,658.93,21.964333333333332,21.964333333333332
Brown's Bar,Jameson,Intermittent Mean,2046.9739255014324,68.23246418338108,68.23246418338108
Brown's Bar,Jim Beam,MA-7,2967.1285714285714,98.9042857142857,98.90428571428572
Brown's Bar,Malibu,MA-30,3794.3199999999997,126.47733333333332,126.47733333333332
Brown's Bar,Miller,MA-7,582.9857142857143,19.43285714285714,19.43285714285714
Brown's Bar,Smirnoff,MA-7,3441.9857142857145,114.73285714285716,114.73285714285714
Brown's Bar,Sutter Home,Intermittent Mean,1783.9988472622479,59.466628242074925,59.466628242074925
Brown's Bar,Yellow Tail,Intermittent Mean,2445.34132231405,81.51137741046834,81.51137741046834
Johnson's Bar,Absolut,Intermittent Mean,2286.869298245613,76.22897660818711,76.22897660818711
Johnson's Bar,Bacardi,SBA,1608.8557690316331,53.62852563438777,53.62852563438777
Johnson's Bar,Barefoot,MA-7,2898.8571428571427,96.62857142857142,96.62857142857142
Johnson's Bar,Budweiser,MA-7,2967.5571428571434,98.91857142857144,98.91857142857144
Johnson's Bar,Captain Morgan,SBA,1971.0359499839958,65.70119833279986,65.70119833279986
Johnson's Bar,Coors,MA-14,2126.1428571428573,70.87142857142858,70.87142857142858
Johnson's Bar,Grey Goose,MA-30,2834.03,94.46766666666667,94.46766666666667
Johnson's Bar,Heineken,MA-7,4370.528571428572,145.68428571428572,145.68428571428572
Johnson's Bar,Jack Daniels,SBA,1527.9757592806207,50.93252530935402,50.93252530935402
Johnson's Bar,Jameson,MA-30,1448.59,48.28633333333333,48.28633333333333
Johnson's Bar,Jim Beam,Mean,1409.173087818697,46.97243626062323,46.97243626062323
Johnson's Bar,Malibu,MA-7,1192.1142857142859,39.737142857142864,39.737142857142864
Johnson's Bar,Miller,MA-14,113.16428571428571,3.7721428571428572,3.7721428571428572
Johnson's Bar,Smirnoff,Intermittent Mean,2149.3837078651686,71.64612359550561,71.64612359550561
Johnson's Bar,Sutter Home,MA-30,1710.0300000000002,57.001000000000005,57.001000000000005
Johnson's Bar,Yellow Tail,Intermittent Mean,1810.076815642458,60.335893854748605,60.335893854748605
Smith's Bar,Absolut,MA-7,2566.7142857142853,85.55714285714285,85.55714285714285
Smith's Bar,Bacardi,SBA,1906.1036035587042,63.53678678529014,63.53678678529014
Smith's Bar,Barefoot,Intermittent Mean,1779.2446927374303,59.308156424581014,59.308156424581014
Smith's Bar,Budweiser,MA-7,3976.4142857142856,132.54714285714286,132.54714285714286
Smith's Bar,Captain Morgan,MA-7,2181.0428571428574,72.70142857142858,72.70142857142858
Smith's Bar,Coors,MA-30,1795.7400000000002,59.85800000000001,59.85800000000001
Smith's Bar,Grey Goose,MA-7,4796.828571428571,159.8942857142857,159.8942857142857
Smith's Bar,Heineken,MA-7,1383.4285714285713,46.114285714285714,46.114285714285714
Smith's Bar,Jack Daniels,MA-14,1611.5785714285714,53.71928571428571,53.71928571428571
Smith's Bar,Jameson,MA-7,1717.4142857142858,57.24714285714286,57.24714285714286
Smith's Bar,Jim Beam,MA-30,556.9300000000001,18.564333333333334,18.564333333333334
Smith's Bar,Malibu,MA-7,6241.542857142858,208.0514285714286,208.0514285714286
Smith's Bar,Miller,MA-7,1874.2285714285713,62.474285714285706,62.47428571428571
Smith's Bar,Smirnoff,MA-30,2671.09,89.03633333333333,89.03633333333333
Smith's Bar,Sutter Home,Intermittent Mean,1819.4141666666665,60.64713888888888,60.64713888888888
Smith's Bar,Yellow Tail,MA-7,0.0,0.0,0.0
Taylor's Bar,Absolut,MA-7,2938.371428571428,97.94571428571427,97.94571428571427
Taylor's Bar,Bacardi,MA-7,5019.557142857143,167.31857142857143,167.31857142857143
Taylor's Bar,Barefoot,MA-7,707.9142857142858,23.59714285714286,23.59714285714286
Taylor's Bar,Budweiser,MA-14,1915.5857142857144,63.85285714285715,63.85285714285715
Taylor's Bar,Captain Morgan,MA-30,1844.1200000000001,61.47066666666667,61.47066666666667
Taylor's Bar,Coors,SBA,1154.5910698351895,38.486368994506314,38.486368994506314
Taylor's Bar,Grey Goose,Intermittent Mean,2422.2959654178676,80.74319884726225,80.74319884726225
Taylor's Bar,Heineken,MA-7,2432.5714285714284,81.08571428571427,81.08571428571429
Taylor's Bar,Jack Daniels,MA-30,2965.2599999999998,98.842,98.842
Taylor's Bar,Jameson,MA-14,2818.4142857142856,93.94714285714285,93.94714285714285
Taylor's Bar,Jim Beam,MA-7,4123.157142857143,137.43857142857144,137.43857142857144
Taylor's Bar,Malibu,MA-14,3700.65,123.355,123.355
Taylor's Bar,Miller,Intermittent Mean,1206.5376404494384,40.21792134831461,40.21792134831461
Taylor's Bar,Smirnoff,MA-7,5187.171428571429,172.90571428571428,172.90571428571428
Taylor's Bar,Sutter Home,SBA,1713.933041421039,57.1311013807013,57.131101380701296
Taylor's Bar,Yellow Tail,MA-14,2203.3714285714286,73.44571428571429,73.44571428571429
Thomas's Bar,Absolut,MA-7,550.8000000000001,18.360000000000003,18.360000000000003
Thomas's Bar,Bacardi,Mean,1991.604395604396,66.3868131868132,66.3868131868132
Thomas's Bar,Barefoot,MA-7,3206.785714285714,106.89285714285714,106.89285714285714
Thomas's Bar,Budweiser,Intermittent Mean,1270.0365168539329,42.33455056179776,42.33455056179776
Thomas's Bar,Captain Morgan,MA-7,3848.9571428571426,128.29857142857142,128.29857142857142
Thomas's Bar,Coors,MA-30,533.72,17.790666666666667,17.790666666666667
Thomas's Bar,Grey Goose,MA-7,6423.685714285714,214.12285714285716,214.12285714285716
Thomas's Bar,Heineken,MA-14,2011.4785714285715,67.04928571428572,67.04928571428572
Thomas's Bar,Jack Daniels,MA-30,2021.7700000000002,67.39233333333334,67.39233333333334
Thomas's Bar,Jameson,MA-30,891.6299999999999,29.720999999999997,29.720999999999997
Thomas's Bar,Jim Beam,Intermittent Mean,2096.5125000000003,69.88375,69.88375
Thomas's Bar,Malibu,Intermittent Mean,1786.5115384615383,59.55038461538461,59.55038461538461
Thomas's Bar,Miller,MA-7,2353.8857142857146,78.46285714285715,78.46285714285715
Thomas's Bar,Smirnoff,Intermittent Mean,1765.2074175824175,58.840247252747254,58.840247252747254
Thomas's Bar,Sutter Home,SBA,768.6530277000378,25.62176759000126,25.62176759000126
Thomas's Bar,Yellow Tail,MA-30,3064.8399999999997,102.16133333333332,102.16133333333332
