Bar Name,Brand Name,total_consumption_ml,average_daily_consumption_ml,median_daily_consumption_ml,std_daily_consumption_ml,active_days,total_days,active_day_pct,coefficient_of_variation,zero_day_pct,active_mean,active_median,active_std,active_min,active_max,active_cv,demand_frequency,demand_variability,demand_class
Anderson's Bar,Absolut,13113.91,36.63103351955307,0.0,106.89478800339236,45,358,12.569832402234638,2.91814829484223,87.43016759776536,291.4202222222222,289.73,129.50750031788067,54.51,579.09,0.44440121323881515,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Bacardi,25966.47,71.14101369863015,0.0,159.65321028807494,69,365,18.904109589041095,2.244179580634077,81.0958904109589,376.32565217391306,386.25,141.0820553215737,30.09,635.05,0.37489353836653905,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Barefoot,26989.63,74.55698895027625,0.0,160.24697954308317,78,362,21.54696132596685,2.149322039412771,78.45303867403315,346.02089743589744,351.22,158.8694902193645,101.77,899.69,0.459132646024063,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Budweiser,10062.29,28.58605113636364,0.0,101.26809743100999,32,352,9.090909090909092,3.5425703588065454,90.9090909090909,314.4465625,274.905,152.73564635816874,111.89,574.1,0.48572846573308853,Intermittent,Low Variability,Intermittent / Low Variability
Anderson's Bar,Captain Morgan,27066.83,79.37486803519062,0.0,177.00297750003978,72,341,21.114369501466275,2.229962479075443,78.88563049853371,375.92819444444444,349.62,192.29744796506566,106.78,1097.26,0.5115270703471639,Occasional,Medium Variability,Occasional / Medium Variability
Anderson's Bar,Coors,21479.29,58.847369863013704,0.0,145.49203354456046,58,365,15.890410958904111,2.4723625521963046,84.10958904109589,370.33258620689656,390.515,133.41965791350086,137.04,599.53,0.3602698301006714,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Grey Goose,24026.36,67.48977528089888,0.0,154.6111076688776,66,356,18.53932584269663,2.290881945085332,81.46067415730337,364.0357575757576,374.675,144.71247678983323,103.8,810.42,0.39752269874125723,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Heineken,17413.71,48.91491573033708,0.0,137.21434699652588,45,356,12.640449438202248,2.8051637204687117,87.35955056179775,386.9713333333333,385.5,134.59066080324644,126.54,598.3,0.34780524863145706,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Jack Daniels,21454.32,59.76133704735376,0.0,144.69252086509763,65,359,18.105849582172702,2.4211727517148085,81.8941504178273,330.0664615384615,292.53,162.78094580438815,110.64,987.04,0.49317626833594497,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Jameson,23117.1,64.39303621169915,0.0,152.5886035505047,67,359,18.662952646239557,2.369644491507637,81.33704735376044,345.0313432835821,327.16,167.32617048742384,99.06,845.49,0.4849593341144606,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Jim Beam,25888.54,70.92750684931507,0.0,160.9074419207216,72,365,19.726027397260275,2.268618326914665,80.27397260273973,359.5630555555556,375.505,165.81194264264093,97.99,953.17,0.46114844136711247,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Malibu,13594.76,37.763222222222225,0.0,118.54973059257301,40,360,11.11111111111111,3.139290654143676,88.88888888888889,339.869,322.53,155.11321939068762,73.34,590.28,0.4563911959922429,Occasional,Low Variability,Occasional / Low Variability
Anderson's Bar,Miller,18180.3,50.083471074380164,0.0,145.92894591125224,49,363,13.498622589531681,2.9137147002956256,86.50137741046832,371.02653061224487,395.66,197.59185737852636,28.72,983.79,0.5325545239378774,Occasional,Medium Variability,Occasional / Medium Variability
Anderson's Bar,Smirnoff,24889.670000000002,69.52421787709498,0.0,160.35997017329606,72,358,20.11173184357542,2.3065339685917885,79.88826815642457,345.68986111111116,307.62,180.2462137165033,101.0,1069.03,0.5214101829228043,Occasional,Medium Variability,Occasional / Medium Variability
Anderson's Bar,Sutter Home,22815.74,63.37705555555556,0.0,164.13497354836937,59,360,16.38888888888889,2.5898169630883316,83.61111111111111,386.7074576271187,402.37,198.89962629421052,100.27,1180.58,0.5143413253902095,Occasional,Medium Variability,Occasional / Medium Variability
Anderson's Bar,Yellow Tail,19760.03,54.73692520775623,0.0,148.94438071052437,56,361,15.512465373961218,2.7210951317634287,84.48753462603878,352.85767857142855,367.14,195.19310933246754,2.14,1036.72,0.5531780125140591,Occasional,Medium Variability,Occasional / Medium Variability
Brown's Bar,Absolut,18358.23,50.99508333333333,0.0,137.0279416212301,53,360,14.722222222222223,2.6870814334302837,85.27777777777777,346.38169811320756,321.33,159.2074343999513,22.3,913.71,0.4596300418502992,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Bacardi,23420.89,64.87781163434903,0.0,143.45479674574992,71,361,19.667590027700832,2.2111534457151594,80.33240997229917,329.8716901408451,332.08,131.04785691806217,134.75,597.96,0.3972691832454878,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Barefoot,19246.22,53.910980392156866,0.0,137.775222890676,58,357,16.246498599439775,2.55560596168865,83.75350140056022,331.83137931034486,332.08,157.2058181085768,100.74,705.05,0.4737521160153762,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Budweiser,16696.49,47.84094555873926,0.0,134.0472812813857,47,349,13.46704871060172,2.8019362852434018,86.53295128939828,355.2444680851064,334.91,156.0754123438342,106.48,598.89,0.4393464961893312,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Captain Morgan,17887.5,50.81676136363637,0.0,130.2174305261902,55,352,15.625,2.562489757943757,84.375,325.22727272727275,324.34,138.99382358319414,84.73,587.16,0.42737444008808817,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Coors,14029.01,39.74223796033994,0.0,138.16161751496804,36,353,10.198300283286118,3.4764428126278135,89.80169971671388,389.69472222222225,303.295,227.38964405978322,100.27,1024.38,0.5835071174767282,Occasional,Medium Variability,Occasional / Medium Variability
Brown's Bar,Grey Goose,27873.3,76.78595041322313,0.0,170.51190254745006,76,363,20.9366391184573,2.220613297482694,79.06336088154269,366.75394736842105,376.56,180.46365676651865,47.33,1125.23,0.4920564810860364,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Heineken,19537.43,53.674258241758245,0.0,140.4352563914785,55,364,15.10989010989011,2.616435904133664,84.89010989010988,355.226,345.04,153.2102273517835,102.29,581.23,0.43130352888522655,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Jack Daniels,18868.36,53.15030985915493,0.0,138.17051826325087,55,355,15.492957746478872,2.5996183019326566,84.50704225352112,343.0610909090909,342.22,154.44678004236462,50.71,593.42,0.45020197316195226,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Jameson,23813.13,68.2324641833811,0.0,159.0715626373469,67,349,19.197707736389685,2.331317863734589,80.80229226361031,355.41985074626865,333.22,172.6302152043278,108.36,934.85,0.4857078602724616,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Jim Beam,23777.58,65.32302197802198,0.0,153.62057814616165,66,364,18.13186813186813,2.351706542263882,81.86813186813187,360.2663636363637,354.29499999999996,154.59627197850006,102.45,960.19,0.42911658590070995,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Malibu,19057.03,53.23192737430167,0.0,140.144432631751,55,358,15.363128491620111,2.6327138532167322,84.63687150837988,346.49145454545453,352.14,162.33192596262145,28.06,740.96,0.46850196111063375,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Miller,16480.91,48.331114369501464,0.0,132.63837698326427,48,341,14.076246334310852,2.744368275252587,85.92375366568915,343.35229166666664,374.45,154.32638840608664,74.02,595.1,0.4494695161548822,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Smirnoff,17102.29,47.37476454293629,0.0,129.42856713051523,51,361,14.127423822714682,2.7320149953085813,85.87257617728532,335.33901960784317,331.4,148.71336432553602,48.08,555.6,0.4434716976850665,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Sutter Home,20634.920000000002,59.46662824207493,0.0,140.103862142174,65,347,18.73198847262248,2.3560081727156863,81.26801152737752,317.4603076923077,311.54,151.45063968964885,45.62,758.44,0.47706952970145633,Occasional,Low Variability,Occasional / Low Variability
Brown's Bar,Yellow Tail,29588.63,81.51137741046833,0.0,172.15836285644798,81,363,22.31404958677686,2.1120777040670897,77.68595041322314,365.29172839506174,338.96,170.75076433789485,102.22,1118.28,0.4674367117155976,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Absolut,26070.31,76.22897660818714,0.0,156.62193756093862,75,342,21.929824561403507,2.054624691683413,78.0701754385965,347.6041333333333,341.66,132.03411822679746,103.04,589.28,0.37984047243818003,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Bacardi,18711.57,53.15786931818182,0.0,138.30835868161498,55,352,15.625,2.6018416549722163,84.375,340.21036363636364,358.13,157.71206120019312,49.33,744.74,0.46357218373501646,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Barefoot,22087.13,62.569773371104816,0.0,151.41144913985306,66,353,18.69688385269122,2.4198816933828944,81.30311614730878,334.6534848484849,319.005,178.03206164571267,105.83,1176.86,0.5319892656319329,Occasional,Medium Variability,Occasional / Medium Variability
Johnson's Bar,Budweiser,19345.170000000002,54.95786931818182,0.0,149.90549315223123,52,352,14.772727272727273,2.727643829937157,85.22727272727273,372.02250000000004,370.93,185.4450070365981,101.15,1145.17,0.4984779335567018,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Captain Morgan,28319.66,78.88484679665738,0.0,157.71823517289266,86,359,23.955431754874652,1.999347676740062,76.04456824512536,329.29837209302326,306.275,146.07165989062042,119.81,1014.67,0.4435845186910209,Occasional,Low Variability,Occasional / Low Variability
Johnson's Bar,Coors,19542.98,53.396120218579235,0.0,142.14887004875885,57,366,15.573770491803279,2.662157277848401,84.42622950819671,342.859298245614,345.69,175.16965549615492,107.4,1143.32,0.5109082833467993,Occasional,Medium Variability,Occasional / Medium Variability
Johnson's Bar,Grey Goose,25454.61,69.54811475409836,0.0,160.5658221449809,71,366,19.398907103825135,2.308701288492065,80.60109289617486,358.5156338028169,352.05,171.324645168442,100.36,864.53,0.4778721735261071,Occasional,Low Variability,Occasional / Low Variability
